Company,Quarter,X1,X2,X3,X4,X5,OCF_TA,Interest_Coverage,Debt_Assets,Repo_Rate,Leverage_Repo,Stress_Label
Reliance Industries,2014-03-31,0.35911910351399173,0.22396321993430823,0.13379542730090885,10.854066419119794,0.6295276803058621,0.11792791973688997,5.408077173265332,0.28919657248382896,4.599342830602247,1.3301141822882416,0
Reliance Industries,2014-06-30,0.36735305794112955,0.3386661162439338,0.16983641865872143,3.7365501790159814,0.6094126619499325,0.14599388283190443,4.101422994124599,0.41043939615080793,4.54927021668884,1.8671997206646227,0
Reliance Industries,2014-09-30,0.4421947249784248,0.28930528574159337,0.07886063427780461,5.295949080937428,0.42317233729601694,0.07078175633172155,2.5532251479378427,0.37465962536551156,4.783383861466293,1.7921408055163952,0
Reliance Industries,2014-12-31,0.2895515511057532,0.5023800467448498,0.14579436815679134,6.397222562094893,0.6174385976659582,0.1382332796165988,3.6822147758647725,0.39264895744459904,5.035375202050836,1.977134823427648,0
Reliance Industries,2015-03-31,0.35592387406730785,0.4932713615817387,0.11294874051856006,4.993294902285725,0.5511597560952576,0.11596055726358849,3.716215060233569,0.35171413823294057,4.76086163274764,1.6744623464081068,0
Reliance Industries,2015-06-30,0.37306785001474274,0.44048163318136635,0.10995033014136765,5.177045132487305,0.41157384295772703,0.09411429598379834,2.6149937182521517,0.41162407591288336,4.8377879932255485,1.9913500121739087,0
Reliance Industries,2015-09-30,0.3171557690358595,0.7109503800052892,0.15398324201830463,6.473980483687143,0.5787254184519943,0.14678055126554299,6.532246537757984,0.3354215577252513,5.27738102463994,1.7701473639944114,0
Reliance Industries,2015-12-31,0.4046597610494091,0.5427447036446378,0.10246055983511748,7.008940603486413,0.4093479175257352,0.11183924873809181,3.851705799939567,0.31464058640415105,5.19194848429212,1.6335977156778159,0
Reliance Industries,2016-03-31,0.41556550705962714,0.8905889736336947,0.13145922166344504,11.504485451073062,0.6445463717723005,0.12447030100288999,5.67294917920366,0.3057292928473223,5.021489738197625,1.5352165066992454,0
Reliance Industries,2016-06-30,0.34113974644172945,0.7369608252890181,0.13997774386280284,4.03044564516573,0.5754940110826553,0.1344811545389195,3.71086064848379,0.39564326972237196,5.300819701024886,2.097233638722252,0
Reliance Industries,2016-09-30,0.529051677269999,0.7650484773557981,0.09306249728864334,8.289859228762053,0.45922867655400595,0.07931809042886691,3.8345336710093143,0.25331756578557124,5.176547230668277,1.3113103436469278,0
Reliance Industries,2016-12-31,0.43366186618418856,1.042887850244351,0.14542329513836702,9.862914109262503,0.5431634766609785,0.14513175252460622,6.639665527022257,0.2726947042481178,5.253007895439795,1.4324674344599828,0
Reliance Industries,2017-03-31,0.29690991838587727,1.0172261061896657,0.14665941101555288,7.524828108202291,0.5437649813327674,0.1516403552787159,4.347005656023991,0.31984191492253217,5.471469377390131,1.7500052431044542,0
Reliance Industries,2017-06-30,0.4683605176415564,0.8956019934115729,0.11695156586503659,7.815915568718126,0.47473708901528605,0.09920327871712382,6.615002241558466,0.2518394103233259,5.11734395106844,1.2887488830587146,0
Reliance Industries,2017-09-30,0.323836232089137,1.3685251712209072,0.14513114104081717,3.8154816502946236,0.5478252248033127,0.14084869565227082,3.774127065073497,0.3992982810236049,5.23193951042047,2.0891044529303744,0
Reliance Industries,2017-12-31,0.31011840251559336,0.8351678153173688,0.0983068439123838,5.205878968349267,0.4043654395563639,0.09346927500684697,2.9388321830911623,0.3286195449333521,5.54138864799796,1.8210086158039327,0
Reliance Industries,2018-03-31,0.39121083264332634,1.172660906489774,0.08892421752901251,3.5181598998250063,0.409759053651447,0.09590437456194136,2.8567714656579835,0.4407857154005174,5.528203006702346,2.436752917188585,0
Reliance Industries,2018-06-30,0.4268486931601957,1.3024190948791259,0.11797059333992929,9.046156530703595,0.5572741605622845,0.11408232726333342,4.698438928333097,0.32701954572038505,5.870541774211362,1.919781904135143,0
Reliance Industries,2018-09-30,0.39143094899608716,1.1118426254224365,0.10526257378517768,5.2063089232051425,0.42063234071589767,0.09348132897902744,3.13318114145606,0.3981537235508409,5.703010569511143,2.2706748937006633,0
Reliance Industries,2018-12-31,0.3784108509915092,1.6857569204034342,0.12180740246738833,7.337729589028236,0.4971803908505679,0.12652595336389083,3.5453156996682673,0.3503032589374399,5.679077721271403,1.9893994335203824,0
Reliance Industries,2019-03-31,0.2945526686277933,1.5758232387162938,0.12163388640575515,7.049289447659389,0.5087510217120146,0.09866995072893892,4.76352393569142,0.3585289269415154,6.331591292245849,2.270058631841147,0
Reliance Industries,2019-06-30,0.4207356046326767,1.2531302432717617,0.08305519028546185,6.193875187657765,0.4405298854857844,0.07968368023855568,3.9311333017702452,0.2931642054993686,6.0702293552873074,1.779573966141748,0
Reliance Industries,2019-09-30,0.3995819451449172,1.979007349039086,0.08184331125830802,7.17348039761108,0.4356944993304888,0.08911054915708708,3.789027217173808,0.30416645025241484,6.205813333245278,1.8876002125023226,0
Reliance Industries,2019-12-31,0.4041421904411912,1.7677258406067826,0.15180751564485379,10.793703883981136,0.6037054075942728,0.13419483334792687,5.247942851065301,0.3000485796329191,5.9842811319880775,1.7955750537770998,0
Reliance Industries,2020-03-31,0.37634963942296906,2.385948241558439,0.10323819216451663,6.797761334789706,0.5388010348981547,0.08385198410774425,3.578598775860181,0.4015692220928738,6.2372773012488105,2.504698593840024,0
