Company,Quarter,X1,X2,X3,X4,X5,OCF_TA,Interest_Coverage,Debt_Assets,Repo_Rate,Leverage_Repo,Stress_Label
Adani Enterprises,2014-03-31,0.38839739062421696,0.15218026769748785,0.09408831128304984,8.606496288109955,0.4847987607514448,0.09102481914874101,4.412188574346393,0.2699461944687765,5.0,0.13497309723438825,0
Adani Enterprises,2014-06-30,0.29139970500004164,0.19994670160466296,0.10013539361865526,4.038296446356905,0.4430364587655438,0.09242039231634298,2.1101677341158434,0.44704146518221877,5.0,0.22352073259110938,0
Adani Enterprises,2014-09-30,0.40164293714737637,0.3470064567519422,0.11545954469526166,10.034232359877237,0.5687770408801182,0.11501490873570826,5.9044894267460695,0.25754946339348667,5.0,0.12877473169674333,0
Adani Enterprises,2014-12-31,0.21625339590453654,0.28874017915460554,0.08634749567387036,3.1002444729728658,0.41045127932233383,0.07617928799229348,1.9196244767862505,0.4114741879584979,5.0,0.20573709397924894,0
Adani Enterprises,2015-03-31,0.34321345460533415,0.36965059697347413,0.11189885200806679,6.33510223078704,0.4638657229923954,0.10350920404423497,3.2464832555025596,0.34940472955544133,5.0,0.17470236477772066,0
Adani Enterprises,2015-06-30,0.4248572310776108,0.46149380411748947,0.11660418366819306,4.105899716151786,0.5341895295223088,0.1184984063817359,2.9714672993131925,0.41940240707781673,5.0,0.20970120353890837,0
Adani Enterprises,2015-09-30,0.3157961231512416,0.6368513049934506,0.11172049582628434,7.433416399739874,0.5677946302246151,0.09057454516744347,3.9377038735125915,0.35238042425392474,5.0,0.17619021212696237,0
Adani Enterprises,2015-12-31,0.2544092988470002,0.7300885117068282,0.15939015804573395,8.6636959578014,0.6240115119002251,0.13943654031502056,6.041641938484496,0.3725185616551753,5.0,0.18625928082758764,0
Adani Enterprises,2016-03-31,0.26914159839326024,0.5708721927292905,0.0967438028565784,3.225944038239048,0.47602278595483116,0.09075501482837643,2.6368949111862725,0.3863666064065718,5.0,0.1931833032032859,0
Adani Enterprises,2016-06-30,0.42505128889067273,0.7069170252101725,0.10977861445129886,5.867472283700124,0.48375476799433687,0.1009170169200465,2.8448936020006452,0.3606859122327455,5.0,0.18034295611637274,0
Adani Enterprises,2016-09-30,0.4613528080335927,0.6613361824743895,0.07757884573578244,4.476997854253031,0.4186389419162359,0.07176947573912518,2.5563115774674365,0.2980454332791091,5.0,0.14902271663955455,0
Adani Enterprises,2016-12-31,0.36618160866884225,0.7191816247333738,0.10672673873602825,4.899825851155273,0.4869661358056779,0.08940326124598386,2.6820749215708215,0.3732221600831443,5.0,0.18661108004157215,0
Adani Enterprises,2017-03-31,0.43838246294705774,0.9860995458750487,0.09263304230648448,7.289072347263947,0.49673607108506806,0.0859850075066688,3.0878257562743916,0.29848376277744215,5.0,0.14924188138872108,0
Adani Enterprises,2017-06-30,0.4264121528319154,0.9595158993995914,0.12155284406180855,4.905581681780361,0.5296894852475243,0.12913902941987265,3.5953148364627507,0.3251919819281328,5.0,0.1625959909640664,0
Adani Enterprises,2017-09-30,0.47904876814009456,0.9884439527496515,0.11590622870548943,5.898091696097705,0.5877300206160915,0.10390283401116703,4.749227167542483,0.2968388851233626,5.0,0.1484194425616813,0
Adani Enterprises,2017-12-31,0.4004706589079542,1.1971597745308664,0.13943560520532644,9.084486127722252,0.6542544171241865,0.1354081747384819,4.963015115199965,0.3758709885257877,5.0,0.18793549426289385,0
Adani Enterprises,2018-03-31,0.3100606231103476,1.131566140924711,0.09455938344234877,5.367997879506459,0.458937607549362,0.09112522675302642,3.384013363888921,0.39501920377953015,5.0,0.19750960188976507,0
Adani Enterprises,2018-06-30,0.4724756906142507,1.0975055470595383,0.11297676667387027,7.574842212313799,0.4968719611349673,0.1100603763009722,3.504358603761128,0.3161201619940004,5.0,0.1580600809970002,0
Adani Enterprises,2018-09-30,0.4484870651011046,1.5130490710663487,0.14006316734995486,8.800104353168976,0.5061941659871164,0.14513313903918548,5.845062443464617,0.31363504190174063,5.0,0.15681752095087031,0
Adani Enterprises,2018-12-31,0.4091081903372915,1.4667504070431092,0.11760982889669887,10.05427566490572,0.6491450203029212,0.11177860933446016,3.804403009421259,0.33057791579132617,5.0,0.16528895789566309,0
Adani Enterprises,2019-03-31,0.5379140995813565,0.9744041010487605,0.09461344132568945,6.084867499678732,0.43046161090086,0.08850150928960038,4.443357427114711,0.2583945452487012,5.0,0.1291972726243506,0
Adani Enterprises,2019-06-30,0.43931713002626915,1.0306069774445108,0.10858514765740761,4.448253732440263,0.41284256280103443,0.10088934605934062,3.717039426414953,0.34604734269420534,5.0,0.17302367134710267,0
Adani Enterprises,2019-09-30,0.49330807338568866,1.5166352405542942,0.08528270659918787,6.690877160054546,0.47189998506038194,0.08555196261895033,3.7012519192457813,0.2787383214523468,5.0,0.1393691607261734,0
Adani Enterprises,2019-12-31,0.44420038664235684,1.865021264601591,0.1695664972224574,5.057105800151969,0.647045427550195,0.1864170899382367,5.385824657727325,0.41912526002300365,5.0,0.20956263001150183,0
Adani Enterprises,2020-03-31,0.456931198494426,1.2162706530923904,0.07484795486224458,5.186705503839922,0.4038098290548193,0.07182659292793463,2.4844739090568466,0.30625200407609493,5.0,0.15312600203804747,0
Adani Enterprises,2020-06-30,0.37554899892050164,1.2199024339125837,0.08907803793805945,6.063341762015278,0.48712959856718535,0.07773779636702015,3.799064715667582,0.3006490726080502,5.0,0.1503245363040251,0
Adani Enterprises,2020-09-30,0.27580515557126717,1.6430872239851033,0.16276665911047597,5.748461518266501,0.6293253618721838,0.15057781574690046,5.2328543201971796,0.3887984216778552,5.0,0.1943992108389276,0
Adani Enterprises,2020-12-31,0.3553900168990547,1.2689378235162028,0.13608549405312295,6.328826825847095,0.6089905483748383,0.14673103371216997,3.8881450363449757,0.3909591672264373,5.0,0.19547958361321865,0
Adani Enterprises,2021-03-31,0.2955268519369844,1.7833739804594606,0.10645601824970537,7.222722743425774,0.437410366841207,0.11351682573958888,3.10977232408952,0.3253899943372544,5.0,0.1626949971686272,0
Adani Enterprises,2021-06-30,0.48829765077675297,1.5132795882938535,0.10378575611376549,5.350025381725627,0.4313054281024923,0.11119005801943502,3.795096762262995,0.32325060119969484,5.0,0.16162530059984742,0
Adani Enterprises,2021-09-30,0.23484570093609167,1.4771177941609681,0.10838399504636216,5.522518078374752,0.43214899211837937,0.11473803122386633,3.3350812971143915,0.4053720653796563,5.0,0.20268603268982816,0
Adani Enterprises,2021-12-31,0.32407977481172706,2.228433045745235,0.09887527466573524,2.613951019652872,0.42223953114027124,0.09527709027174897,2.4064013632475283,0.42864722944198935,5.0,0.21432361472099468,0
Adani Enterprises,2022-03-31,0.4403233234793838,7.1161285437040105,0.11937308864565749,6.471471956364546,0.5981615709366476,0.10098175839702803,3.584645790986844,0.3057427430282298,5.0,0.1528713715141149,0
Adani Enterprises,2022-06-30,0.3253048757842984,1.0494365599203563,0.09106031454421391,4.919894713340191,0.4359734938394464,0.09540402210969129,2.080674522575501,0.407040573582565,5.0,0.2035202867912825,0
Adani Enterprises,2022-09-30,0.3491276576636027,1.8940852883870896,0.1256743008227427,4.2405507917545275,0.47595796449460104,0.1321587361144433,4.802795636080508,0.31547533602307987,5.0,0.15773766801153993,0
Adani Enterprises,2022-12-31,0.39867655434252314,2.742427940014336,0.10099981499486062,5.24381142662637,0.46690236423785675,0.09597209186049839,3.599065497477049,0.3443874731510589,5.0,0.17219373657552944,0
